stock name,price,board,volume,buy_volume,sell_volume,date,time,Period End 1,Revenue 1,P&L 1,EPS 1,Period End 2,Revenue 2,P&L 2,EPS 2,Period End 3,Revenue 3,P&L 3,EPS 3,Period End 4,Revenue 4,P&L 4,EPS 4,Financial Date,Sales,Ebitda,Ebit,Net Profit,Intangibles,Fixed Asset,Long Term Investment,Inventories,Cash,Current Liabilites,Long_debt,Provisions,Minorities,Total Shareholder Equity,Operating Margin,Return on Equity Capital,Net Profit Margin,Current Ratio,Debt to Capital at book
AMFIRST REITS,0.535,Main,618,0.530 / 413,"0.535 / 1,091",29 Mar 2019,7:12 PM,31 Dec 2018,"29,639","6,673",0.98,30 Sep 2018,"29,084","7,399",1.08,30 Jun 2018,"28,595","6,968",1.01,31 Mar 2018,"28,838","-11,769",-1.71,31 Mar 2018,"114,099",-,-,"11,330",0,0,0,0,"3,946","167,527","633,042",0,0,"849,364",42.59,-,9.93,0.07,-
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B,0.580,Main,0,0.510 / 200,0.720 / 12,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"170,194","179,852","172,775","171,302",0,"132,933","260,427","202,313","329,168","157,872","290,484",0,0,"989,727",99.62,19.37,100.65,3.95,0.25
AMCORP PROPERTIES BERHAD,0.535,Main,533,0.530 / 100,0.535 / 221,29 Mar 2019,7:12 PM,31 Dec 2018,"36,314",447,0.02,30 Sep 2018,"28,767","11,287",0.96,30 Jun 2018,"32,638","5,191",0.67,31 Mar 2018,"27,837","35,777",5.86,31 Mar 2018,"134,085",-,-,"142,320",0,"270,902","669,023","205,814","430,278","342,519","394,574",0,0,"1,065,129",150.83,-,106.14,1.97,-
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ),0.085,Warr,"5,156",0.000 / 0,0.095 / 300,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2009,-,"1,268,334","1,217,848","860,824",-,"228,399",-,-,24.53,-,-,-,-,-,-,-,-,-,-
AMTEL HOLDINGS BHD,0.665,Main,0,0.665 / 167,0.795 / 3,29 Mar 2019,7:12 PM,30 Nov 2018,"16,117","1,476",2.99,31 Aug 2018,"12,031",325,0.66,31 May 2018,"11,964",-640,-1.30,28 Feb 2018,"10,814",-125,-0.19,30 Nov 2017,"33,427","-1,824","-3,592","-2,908",581,"2,037","1,321","10,829","12,370","17,579",0,0,0,"42,950",-9.44,-6.55,-8.7,3.24,0.02
AMVERTON BERHAD,1.240,Main,"3,683",1.230 / 117,1.260 / 50,29 Mar 2019,7:12 PM,31 Dec 2018,"21,305","52,547",14.33,30 Sep 2018,"35,928","15,118",4.22,30 Jun 2018,"31,990","4,341",1.14,31 Mar 2018,"29,936","4,071",0.99,31 Dec 2017,"160,709","37,488","31,127","24,190","19,085","156,661","1,521","402,671","71,088","155,548",0,0,0,"665,798",20.52,3.7,15.05,3.42,0
AFFIN BANK BERHAD,2.200,Main,469,2.190 / 262,2.230 / 182,29 Mar 2019,7:12 PM,31 Dec 2018,"453,558","151,914",7.40,30 Sep 2018,"496,249","150,518",7.44,30 Jun 2018,"494,178","79,001",3.80,31 Mar 2018,"476,617","145,987",7.30,31 Dec 2015,"966,094","533,231","519,262","369,269","1,612,462","434,639","751,594",,"3,516,149",,,,"44,646",,,,,,
AMWAY (M) HOLDINGS BHD,5.950,Main,105,5.950 / 19,6.130 / 15,29 Mar 2019,7:12 PM,31 Dec 2018,"248,964","21,925",13.34,30 Sep 2018,"260,208","17,148",10.43,30 Jun 2018,"227,779","7,462",4.54,31 Mar 2018,"235,321","7,975",4.85,31 Dec 2017,"984,214","71,241","64,910","52,644","4,782","60,718",0,"126,159","163,402","195,611",0,0,0,"214,073",7.16,24.78,5.35,1.72,0.01
ANCOM BHD,0.485,Main,2,0.470 / 1,0.485 / 390,29 Mar 2019,7:12 PM,30 Nov 2018,"545,482",872,0.84,31 Aug 2018,"527,587","8,464",3.26,31 May 2018,"580,075","6,815",3.95,28 Feb 2018,"457,468","10,509",3.04,31 May 2018,"1,954,809",-,-,"17,581","98,766","286,399","7,268","129,581","139,446","659,997","51,403","4,672",0,"485,645",3.38,-,0.9,1.21,-
ASIA MEDIA GROUP BERHAD,0.155,Main,0,"0.150 / 2,500",0.155 / 905,29 Mar 2019,7:12 PM,31 Dec 2018,"2,440",-973,-0.41,30 Sep 2018,"3,390","-1,013",-0.42,30 Jun 2018,"3,577",-69,-0.03,31 Dec 2017,"3,700","1,575",0.66,31 Dec 2017,"15,384",-,-,"2,281",126,"20,280",0,0,"1,953","3,058",0,0,0,"25,000",14.79,-,14.83,2.5,-
ANN JOO RESOURCES BHD,1.570,Main,"4,721","1.570 / 1,016",1.580 / 43,29 Mar 2019,7:12 PM,31 Dec 2018,"675,725","33,015",6.14,30 Sep 2018,"547,694","34,384",6.40,30 Jun 2018,"509,625","20,700",3.88,31 Mar 2018,"589,064","61,445",11.88,31 Dec 2017,"2,195,212",-,-,"205,384","7,468","1,001,544","10,776","846,718","56,529","1,074,157",0,"5,207",0,"1,227,339",13.29,-,9.36,1.25,-
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019,0.005,Main,0,0.000 / 0,"0.005 / 30,608",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"16,962","-2,426","-3,797","-3,719",0,"30,495",0,"6,979","7,079","3,846",0,0,0,"51,898",-21.56,-8.2,-21.93,7.17,0.01
AIRPORT-C8: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MIBB),0.105,Warr,"23,988",0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"4,098,759","827,069","550,395","377,483","8,266,632","326,335","833,036","122,317","345,413","1,170,460","3,600,000",0,0,"4,678,367",14.18,8.35,9.21,0.89,0.36
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023,0.025,Main,0,"0.010 / 24,800",0.025 / 700,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"16,962","-2,426","-3,797","-3,719",0,"30,495",0,"6,979","7,079","3,846",0,0,0,"51,898",-21.56,-8.2,-21.93,7.17,0.01
ANZO HOLDINGS BERHAD,0.040,Main,"1,812","0.035 / 113,124","0.040 / 132,179",29 Mar 2019,7:12 PM,31 Jan 2019,"1,403",-982,-0.11,31 Oct 2018,"1,587",-663,-0.08,31 Mar 2018,"1,321","-1,069",-0.12,31 Mar 2018,"1,321","-1,069",-0.12,31 Jul 2018,"35,151",-,-,"-5,918",0,"28,160",0,0,"14,429","9,342",0,0,0,"146,596",-16.82,-,-16.84,13.93,-
APFT BERHAD,0.015,Main,"120,600","0.015 / 297,466","0.020 / 167,939",29 Mar 2019,7:12 PM,31 Jan 2019,500,"40,678",0.06,31 Oct 2018,68,"-29,006",-2.16,31 Jul 2018,636,"-2,578",-0.19,30 Apr 2018,600,-386,0.00,31 Jan 2018,"7,098",-,-,"-64,048",0,"12,220","1,761",521,"2,359","44,913","1,197",0,0,"-19,260",-809.88,-,-902.34,0.29,-
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024,0.550,Main,0,0.530 / 180,0.550 / 100,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"2,155,373","134,736","86,617","12,268","7,182","1,117,367","11,529","1,449,827","52,805","1,722,102","4,480","6,703",0,"1,049,195",2.91,1.17,0.57,1.1,0.59
ANALABS RESOURCES BHD,1.090,Main,30,1.010 / 35,1.130 / 20,29 Mar 2019,7:12 PM,31 Jan 2019,"33,115","1,092",1.06,31 Oct 2018,"40,166","2,722",2.26,31 Jul 2018,"37,768","2,593",4.47,30 Apr 2018,"27,603","2,204",4.50,30 Apr 2018,"137,505",-,-,"9,489","9,943","144,114","50,772","17,916","50,323","38,727","6,399",0,0,"249,694",9.15,-,6.9,2.79,-
APB RESOURCES BHD,0.650,Main,0,0.615 / 1,0.650 / 30,29 Mar 2019,7:12 PM,31 Dec 2018,"14,923",-67,-0.06,30 Sep 2018,"19,531","-12,485",-11.26,30 Jun 2018,"21,172","2,165",1.95,31 Dec 2017,"13,939","-3,635",-3.28,30 Sep 2018,"73,914",-,-,"-17,655",0,"65,221",35,769,"28,188","6,634",0,0,0,"158,105",-25,-,-23.89,15.29,-
APM AUTOMOTIVE HOLDINGS BHD,3.000,Main,253,2.990 / 60,3.280 / 30,29 Mar 2019,7:12 PM,31 Dec 2018,"382,585","24,346",8.86,30 Sep 2018,"335,997","8,910",1.71,30 Jun 2018,"295,481","6,033",0.79,31 Mar 2018,"320,309","21,169",8.29,31 Dec 2017,"1,188,519",-,-,"39,095","19,966","572,577","58,617","242,236","232,809","297,655",0,"19,715",0,"1,284,590",6.36,-,3.29,2.94,-
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020,0.005,Main,0,0.000 / 0,"0.005 / 61,788",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"16,962","-2,426","-3,797","-3,719",0,"30,495",0,"6,979","7,079","3,846",0,0,0,"51,898",-21.56,-8.2,-21.93,7.17,0.01
ANCOM LOGISTICS BERHAD,0.080,Ace,0,"0.080 / 6,623",0.085 / 500,29 Mar 2019,7:12 PM,30 Nov 2018,"7,479",78,-0.04,31 Aug 2018,"6,932",447,0.03,31 May 2018,"7,105",-442,-0.14,28 Feb 2018,"7,130",457,0.03,31 May 2018,"28,980",-,-,-792,0,"27,040","1,802",0,"7,705","7,331","1,320",0,0,"32,741",5.3,-,-2.73,2.53,-
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A,0.260,Main,48,0.260 / 54,0.300 / 98,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"170,194","179,852","172,775","171,302",0,"132,933","260,427","202,313","329,168","157,872","290,484",0,0,"989,727",99.62,19.37,100.65,3.95,0.25
A-RANK BHD,0.520,Main,368,0.520 / 32,0.525 / 120,29 Mar 2019,7:12 PM,31 Jan 2019,"124,243","2,901",1.72,31 Oct 2018,"124,458","2,420",2.01,31 Jul 2018,"120,563","4,390",3.66,30 Apr 2018,"119,836","3,446",2.87,31 Jul 2018,"498,432",-,-,"13,942",0,"55,404",437,"52,269","31,653","48,203",0,0,0,"124,387",3.66,-,2.8,2.53,-
ARK RESOURCES HOLDINGS BERHAD,0.360,Main,0,0.400 / 1,0.500 / 150,29 Mar 2019,7:12 PM,31 Dec 2018,65,"-2,297",-4.72,30 Sep 2018,227,-437,-0.90,30 Jun 2018,"1,749",53,0.11,31 Mar 2018,"1,591",22,0.05,31 Dec 2017,"8,131",214,187,187,0,80,0,"8,391",464,"5,001",0,0,0,"17,366",2.36,1.08,2.3,3.97,0
APOLLO FOOD HOLDINGS BHD,3.920,Main,150,3.920 / 11,3.950 / 5,29 Mar 2019,7:12 PM,31 Jan 2019,"51,441","4,541",5.68,31 Oct 2018,"46,708","5,034",6.29,31 Jul 2018,"43,119","4,183",5.23,30 Apr 2018,"45,809","1,363",1.70,30 Apr 2018,"190,818",-,-,"11,071",0,"103,164","3,686","14,903","94,766","8,004",0,"2,390",0,"243,616",7.72,-,5.8,17.86,-
APPASIA BERHAD - WARRANTS A,0.040,Ace,501,"0.035 / 4,000","0.040 / 4,095",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,30 Sep 2013,"13,509",-134,"-1,577","-1,356","3,541",591,0,"1,107","6,289","1,757",500,0,0,"16,948",-10.23,-7.69,-10.04,6.23,0.05
APPASIA BERHAD,0.095,Ace,"2,184",0.090 / 623,"0.095 / 1,881",29 Mar 2019,7:12 PM,31 Dec 2018,"40,082",-107,-0.03,30 Sep 2018,"44,220",-286,-0.08,30 Jun 2018,"33,399",-641,-0.19,31 Mar 2018,"60,844","1,476",0.43,31 Dec 2017,"142,839",-,-,-416,"1,066",535,37,179,"20,535","99,472",0,0,0,"26,620",-0.14,-,-0.29,1.23,-
ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB),0.005,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"2,073,004","998,604","555,543","431,191","1,411","5,871,084","320,429","5,559","634,538","1,793,509","2,591,347",0,0,"4,380,235",27.85,10.58,20.8,1.19,0.43
ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB),0.005,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"2,073,004","998,604","555,543","431,191","1,411","5,871,084","320,429","5,559","634,538","1,793,509","2,591,347",0,0,"4,380,235",27.85,10.58,20.8,1.19,0.43
ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB),0.005,Warr,0,0.000 / 0,"0.005 / 71,713",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"2,073,004","998,604","555,543","431,191","1,411","5,871,084","320,429","5,559","634,538","1,793,509","2,591,347",0,0,"4,380,235",27.85,10.58,20.8,1.19,0.43
AMANAHRAYA REITS,0.840,Main,159,0.835 / 264,0.840 / 14,29 Mar 2019,7:12 PM,31 Dec 2018,"27,929","-15,092",-2.63,30 Sep 2018,"24,424","8,672",1.51,30 Jun 2018,"23,535","79,497",13.87,31 Mar 2018,"21,945","75,317",13.14,31 Dec 2018,"97,244",-,-,"81,250",0,0,0,0,"34,710","37,548","670,484",0,0,"775,214",126.63,-,83.55,2.6,-
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB),0.005,Warr,0,0.000 / 0,"0.005 / 5,500",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"2,073,004","998,604","555,543","431,191","1,411","5,871,084","320,429","5,559","634,538","1,793,509","2,591,347",0,0,"4,380,235",27.85,10.58,20.8,1.19,0.43
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ),0.005,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"2,073,004","998,604","555,543","431,191","1,411","5,871,084","320,429","5,559","634,538","1,793,509","2,591,347",0,0,"4,380,235",27.85,10.58,20.8,1.19,0.43
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021,0.090,Main,0,"0.040 / 1,152",0.390 / 1,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"9,154",534,518,123,0,53,0,0,"2,565","5,020",0,0,0,"21,823",6.49,0.57,1.34,3.17,0
ASIA BRANDS BERHAD,0.480,Main,0,0.420 / 150,0.480 / 39,29 Mar 2019,7:12 PM,31 Dec 2018,"41,776","1,372",1.18,30 Sep 2018,"35,549",933,0.80,30 Jun 2018,"39,713","2,032",1.25,31 Mar 2018,"35,802","-14,408",-17.84,31 Mar 2018,"150,588",-,-,"-19,197","157,705","7,351",0,"46,072","8,621","123,572",0,0,0,"144,537",-6.67,-,-12.75,0.74,-
ASDION BHD,0.280,Ace,"50,829","0.275 / 11,258","0.280 / 1,495",29 Mar 2019,7:12 PM,31 Dec 2018,"3,351",54,-0.37,31 Dec 2018,"3,351",54,-0.37,30 Sep 2018,"3,710",-725,-0.53,30 Sep 2018,"3,710",725,-0.53,31 Mar 2018,"4,204",-,-,"-4,870","6,336","6,138",0,"3,527",986,"9,707","1,032",0,0,"11,970",-117.03,-,-115.84,0.92,-
BUMI ARMADA BERHAD,0.190,Main,"359,553","0.185 / 301,956","0.190 / 139,732",29 Mar 2019,7:12 PM,30 Sep 2018,"588,047","-513,365",-8.56,30 Jun 2018,"654,042","-592,209",-9.97,31 Mar 2018,"600,342","48,714",0.83,31 Dec 2017,"662,147","77,900",1.09,31 Dec 2017,"2,402,130","1,372,425","891,941","352,247",0,"9,235,066","717,627","4,199","1,846,114","6,648,085","6,024,982","106,921",0,"5,521,031",38.43,6.34,14.66,0.51,0.61
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB),0.005,Warr,0,0.000 / 0,"0.010 / 2,000",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"2,073,004","998,604","555,543","431,191","1,411","5,871,084","320,429","5,559","634,538","1,793,509","2,591,347",0,0,"4,380,235",27.85,10.58,20.8,1.19,0.43
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022,0.580,Bond,0,0.620 / 5,0.850 / 30,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"284,191","49,078","42,464","38,542","17,275","32,545","4,389","221,028","89,878","287,106","171,982",0,0,"379,633",15.39,10.68,13.56,1.45,0.32
ASIAN PAC HOLDINGS BHD,0.125,Main,871,"0.115 / 19,303","0.125 / 6,539",29 Mar 2019,7:12 PM,31 Dec 2018,"32,569","2,873",0.28,30 Sep 2018,"32,148","3,644",0.35,30 Jun 2018,"23,986","4,716",0.46,31 Mar 2018,"65,782","26,628",2.62,31 Mar 2018,"192,071",-,-,"44,395",503,"10,280","4,735","105,378","56,283","167,757","259,794",0,0,"991,290",46.23,-,23.11,1.76,-
ASIA FILE CORPORATION BHD,2.550,Main,98,2.490 / 60,2.550 / 22,29 Mar 2019,7:12 PM,31 Dec 2018,"79,488","10,702",5.48,30 Sep 2018,"83,508","15,794",8.10,30 Jun 2018,"84,134","7,971",4.09,31 Mar 2018,"83,836","11,154",5.72,31 Mar 2018,"351,814",-,-,"59,149","31,113","104,471","150,346","114,672","116,587","78,884",0,0,0,"586,014",20.45,-,16.81,4.92,-
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022,0.045,Main,0,"0.035 / 1,205",0.055 / 500,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"284,191","49,078","42,464","38,542","17,275","32,545","4,389","221,028","89,878","287,106","171,982",0,0,"379,633",15.39,10.68,13.56,1.45,0.32
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022,0.035,Ace,"2,500","0.035 / 15,772","0.040 / 15,300",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"68,633","2,809","1,306",660,0,"24,870",0,"10,450","6,297","31,904",0,0,0,"22,643",2.31,2.93,0.96,1,0.32
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020,0.015,Ace,0,"0.010 / 13,900","0.020 / 4,114",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"68,633","2,809","1,306",660,0,"24,870",0,"10,450","6,297","31,904",0,0,0,"22,643",2.31,2.93,0.96,1,0.32
ADVANCE SYNERGY BHD,0.140,Main,"13,338","0.140 / 4,235","0.145 / 10,608",29 Mar 2019,7:12 PM,31 Dec 2018,"87,243","8,720",0.80,30 Sep 2018,"65,395","-2,620",-0.45,30 Jun 2018,"65,132","-3,631",-0.45,31 Mar 2018,"65,813","-3,609",-0.47,31 Dec 2017,"265,923",-,-,-663,"95,867","156,848","89,307","40,086","158,047","135,922","37,612","1,747",0,"496,069",5.12,-,-0.25,2.55,-
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022,0.025,Ace,0,"0.020 / 18,940","0.030 / 1,400",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"68,633","2,809","1,306",660,0,"24,870",0,"10,450","6,297","31,904",0,0,0,"22,643",2.31,2.93,0.96,1,0.32
ASTINO BHD,0.670,Main,0,0.655 / 50,0.665 / 10,29 Mar 2019,7:12 PM,31 Jan 2019,"149,979","6,381",2.34,31 Oct 2018,"139,938","3,227",1.18,31 Jul 2018,"128,119","2,403",0.88,30 Apr 2018,"135,372","8,759",3.21,31 Jul 2018,"546,601",-,-,"28,836",0,"178,947","2,449","210,848","17,790","145,570","5,693",0,0,"362,259",7.09,-,5.28,2.17,-
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ),0.015,Warr,0,"0.005 / 1,000",0.150 / 500,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"2,073,004","998,604","555,543","431,191","1,411","5,871,084","320,429","5,559","634,538","1,793,509","2,591,347",0,0,"4,380,235",27.85,10.58,20.8,1.19,0.43
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB),0.100,Warr,"6,700",0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Jan 2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,-
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB),0.095,Warr,"2,254",0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Jan 2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,-
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ),0.075,Warr,"4,000",0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Jan 2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,-
AT SYSTEMATIZATION BHD,0.055,Ace,"18,839","0.050 / 19,885","0.055 / 5,022",29 Mar 2019,7:12 PM,31 Dec 2018,"4,533","-2,465",-0.52,30 Sep 2018,"6,923",27,0.02,30 Jun 2018,"4,629","-1,445",-0.33,31 Mar 2018,"6,092","-3,748",-0.87,31 Mar 2018,"23,086",-,-,"-5,629",0,"63,209",0,"2,304","9,595","6,521","4,968",0,0,"73,380",-23.05,-,-24.38,3.98,-
ASTRO MALAYSIA HOLDINGS BERHAD,1.530,Main,"37,648","1.530 / 2,258",1.550 / 17,29 Mar 2019,7:12 PM,31 Jan 2019,"1,367,801","118,641",2.27,31 Oct 2018,"1,383,868","153,619",2.94,31 Jul 2018,"1,416,439","14,689",0.32,30 Apr 2018,"1,310,940","173,875",3.35,31 Jan 2018,"5,530,753",-,-,"770,636","2,039,303","2,400,846","6,792","19,678","233,608","2,403,645","1,835,108",0,0,"653,329",-,-,-,0.85,-
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB),0.070,Warr,"8,000",0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Jan 2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,-
ASIA POLY HOLDINGS BHD,0.075,Ace,"1,501","0.070 / 7,979","0.075 / 5,895",29 Mar 2019,7:12 PM,31 Dec 2018,"20,291","-2,025",-0.44,30 Sep 2018,"19,906","-1,012",-0.22,30 Jun 2018,"16,445",53,0.03,31 Mar 2018,"16,376",-74,-0.01,31 Dec 2017,"83,245",-,-,647,0,"37,017",0,"10,458","29,335","23,924",0,0,0,"79,655",1.37,-,0.78,2.91,-
ATA IMS BERHAD,1.710,Main,"3,629",1.710 / 190,1.750 / 300,29 Mar 2019,7:12 PM,31 Dec 2018,"837,169","33,766",2.94,30 Sep 2018,"691,605","27,410",2.39,30 Jun 2018,"576,758","30,556",2.66,,,,,31 Mar 2018,"2,308,458",-,-,"92,527","76,414","208,978",0,"147,829","154,828","630,407","16,656",0,0,"418,653",5.72,-,4.01,1.28,-
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19,0.005,Ace,0,0.000 / 0,"0.010 / 20,674",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,28 Feb 2014,"22,968","2,522","1,965","1,110",0,"24,113",0,"1,982","19,957","6,052","11,328",0,0,"34,229",9.37,4.65,4.83,4.9,0.27
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB),0.005,Warr,0,0.000 / 0,"0.005 / 18,340",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"2,073,004","998,604","555,543","431,191","1,411","5,871,084","320,429","5,559","634,538","1,793,509","2,591,347",0,0,"4,380,235",27.85,10.58,20.8,1.19,0.43
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22,0.110,Main,0,0.095 / 100,0.110 / 500,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"143,602","8,502","4,915","2,925",0,"67,849","6,682","13,445","4,544","32,427","9,196",0,0,"117,938",4.61,2.5,2.04,1.71,0.15
ATLAN HOLDINGS BHD,4.500,Main,50,4.380 / 10,4.500 / 91,29 Mar 2019,7:12 PM,30 Nov 2018,"215,387","19,726",5.40,31 Aug 2018,"169,965","18,029",5.14,31 May 2018,"170,532","11,341",2.91,28 Feb 2018,"223,604","31,069",10.39,28 Feb 2018,"826,335",-,-,"49,033","49,279","141,679",850,"172,539","410,231","202,675","40,969","2,930",0,"712,027",11.55,-,5.93,3.44,-
ASTRO-C14: CW ASTRO MALAYSIA HOLDINGS BERHAD (CIMB),0.065,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Jan 2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,-
ATRIUM REITS,1.110,Main,632,1.110 / 560,1.130 / 157,29 Mar 2019,7:12 PM,31 Dec 2018,"4,900","4,141",1.98,30 Sep 2018,"5,004","2,470",2.03,30 Jun 2018,"4,478","2,543",2.09,31 Mar 2018,"4,397","2,466",2.02,31 Dec 2018,"18,779",-,-,"11,598",0,0,0,0,"2,950","67,407","33,231",0,0,"182,603",84.37,-,61.76,0.14,-
ATTA GLOBAL GROUP BERHAD,0.600,Main,0,0.605 / 20,0.630 / 33,29 Mar 2019,7:12 PM,31 Dec 2018,"39,170","-18,024",-8.56,30 Sep 2018,"41,264",804,0.39,30 Jun 2018,"41,718","1,570",0.72,31 Dec 2017,"32,831","13,569",8.91,31 Mar 2018,"155,858",-,-,"28,404",909,"73,738","42,319","24,468","130,939","27,490","4,204",0,0,"352,447",19.76,-,18.22,8.16,-
ATURMAJU RESOURCES BHD,0.360,Main,"15,489","0.355 / 1,746",0.360 / 602,29 Mar 2019,7:12 PM,31 Dec 2018,"6,920","4,961",7.38,30 Sep 2018,"3,802",186,0.28,30 Jun 2018,"4,454",-271,-0.44,31 Mar 2018,79,-649,-0.94,31 Dec 2018,"15,257",-,-,"4,232",45,"11,725",0,10,"2,551","1,357",0,0,0,"23,428",28.15,-,27.74,9.59,-
AWC BERHAD,0.775,Main,"5,647","0.770 / 4,116",0.775 / 853,29 Mar 2019,7:12 PM,31 Dec 2018,"85,947","9,283",2.48,30 Sep 2018,"68,492","7,284",2.25,30 Jun 2018,"94,155","6,190",1.63,31 Dec 2017,"68,353","5,456",1.88,30 Jun 2018,"303,978",-,-,"21,659","28,144","15,477",0,"18,856","57,048","63,976","8,749",586,0,"199,739",11.3,-,7.13,3.51,-
APEX EQUITY HOLDINGS BHD,1.050,Main,0,1.030 / 50,1.060 / 50,29 Mar 2019,7:12 PM,31 Dec 2018,"9,470","2,946",1.45,30 Sep 2018,"10,297","3,520",1.74,30 Jun 2018,"10,069",-964,-0.48,31 Dec 2017,"9,044","3,151",1.55,31 Dec 2017,"44,227",-,-,"14,041",0,"13,764","6,469",0,"128,352","179,226",0,0,0,"289,868",41.71,-,31.75,2.17,-
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024,0.090,Main,0,0.085 / 300,0.125 / 92,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"143,602","8,502","4,915","2,925",0,"67,849","6,682","13,445","4,544","32,427","9,196",0,0,"117,938",4.61,2.5,2.04,1.71,0.15
